name,type,subtype,region,address,city,state,zip,lat,lon,total_assets_thousands,total_assets_formatted,established_year
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"600 Peachtree St Ne Fl 1, Atlanta, GA 30308",Atlanta,GA,30308,33.7708660093,-84.386132966907,"2,636,823,000",$2.64T,1887
"Bank of America, National Association",Bank,National Bank,Central Georgia,"135 Keys Ferry Rd, Mcdonough, GA 30252",Mcdonough,GA,30252,33.43554881919116,-84.03174445646192,"2,636,823,000",$2.64T,1972
"Bank of America, National Association",Bank,National Bank,North Georgia,"410 Shallowford Rd Nw, Gainesville, GA 30504",Gainesville,GA,30504,34.29202898605355,-83.84723400876263,"2,636,823,000",$2.64T,1982
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3637 Mundy Mill Rd, Oakwood, GA 30566",Oakwood,GA,30566,34.22793500322287,-83.8684819656743,"2,636,823,000",$2.64T,1988
"Bank of America, National Association",Bank,National Bank,Central Georgia,"600 Maple St, Carrollton, GA 30117",Carrollton,GA,30117,33.57546498699834,-85.082367959005,"2,636,823,000",$2.64T,1965
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3116 Peachtree Rd Ne, Atlanta, GA 30305",Atlanta,GA,30305,33.840635001585184,-84.37881799618658,"2,636,823,000",$2.64T,1909
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"411 Flat Shoals Ave Se, Atlanta, GA 30316",Atlanta,GA,30316,33.74251300643316,-84.34853200071889,"2,636,823,000",$2.64T,1958
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"956 Ponce De Leon Ave Ne, Atlanta, GA 30306",Atlanta,GA,30306,33.77413700510475,-84.35604503581116,"2,636,823,000",$2.64T,1951
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"815 Commerce Dr, Decatur, GA 30030",Decatur,GA,30030,33.77747300256857,-84.29525796524028,"2,636,823,000",$2.64T,1965
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1430 Roswell Rd, Marietta, GA 30062",Marietta,GA,30062,33.950000020652084,-84.51062501618202,"2,636,823,000",$2.64T,1960
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"5353 Floyd Rd Sw, Mableton, GA 30126",Mableton,GA,30126,33.823027011855984,-84.57485403147287,"2,636,823,000",$2.64T,1972
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2475 South Cobb Drive, S.W., Smyrna, GA 30080",S.W.,GA,30080,33.892657,-84.537849,"2,636,823,000",$2.64T,1972
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2786 Sandy Plains Rd, Marietta, GA 30066",Marietta,GA,30066,34.01819899865342,-84.49080399446693,"2,636,823,000",$2.64T,1981
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3590 Dallas Hwy Sw, Marietta, GA 30064",Marietta,GA,30064,33.95433199776073,-84.65303397022795,"2,636,823,000",$2.64T,1988
"Bank of America, National Association",Bank,National Bank,Central Georgia,"60 Bullsboro Dr, Newnan, GA 30263",Newnan,GA,30263,33.38526200195088,-84.78409097752724,"2,636,823,000",$2.64T,1974
"Bank of America, National Association",Bank,National Bank,Central Georgia,"196 Alps Rd, Athens, GA 30606",Athens,GA,30606,33.946248993252524,-83.41031900765854,"2,636,823,000",$2.64T,1964
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3495 Cascade Rd Sw, Atlanta, GA 30311",Atlanta,GA,30311,33.72344602072772,-84.50038199522551,"2,636,823,000",$2.64T,1957
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2625 Piedmont Rd Ne, Atlanta, GA 30324",Atlanta,GA,30324,33.82745999089789,-84.36531097831453,"2,636,823,000",$2.64T,1959
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"35 Broad St Nw, Atlanta, GA 30303",Atlanta,GA,30303,33.75505099247911,-84.3899550309358,"2,636,823,000",$2.64T,1887
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1280 W Paces Ferry Rd Nw, Atlanta, GA 30327",Atlanta,GA,30327,33.848020003106456,-84.42904697006058,"2,636,823,000",$2.64T,1963
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"4492 Roswell Rd Ne, Atlanta, GA 30342",Atlanta,GA,30342,33.877626016679045,-84.38037904183398,"2,636,823,000",$2.64T,1963
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1775 Howell Mill Rd Nw, Atlanta, GA 30318",Atlanta,GA,30318,33.80269699907056,-84.41434703972858,"2,636,823,000",$2.64T,1956
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"1450 Walton Way, Augusta, GA 30901",Augusta,GA,30901,33.47411101380089,-81.98500596079278,"2,636,823,000",$2.64T,1960
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"2153 E Victory Dr, Savannah, GA 31404",Savannah,GA,31404,32.03966600915402,-81.06251800482279,"2,636,823,000",$2.64T,1958
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"22 Bull St, Savannah, GA 31401",Savannah,GA,31401,32.07987500451499,-81.09065303629761,"2,636,823,000",$2.64T,1968
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3011 Headland Dr Sw, Atlanta, GA 30311",Atlanta,GA,30311,33.68984800003928,-84.48678001039046,"2,636,823,000",$2.64T,1969
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"711 Lee St Sw, Atlanta, GA 30310",Atlanta,GA,30310,33.73542799322654,-84.41440998782143,"2,636,823,000",$2.64T,1970
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"4401 Augusta Rd, Savannah, GA 31408",Savannah,GA,31408,32.10491200075714,-81.15234702879206,"2,636,823,000",$2.64T,1971
"Bank of America, National Association",Bank,National Bank,Rural South Georgia,"3030 N Patterson St, Valdosta, GA 31602",Valdosta,GA,31602,30.87324400938732,-83.29170803692737,"2,636,823,000",$2.64T,1971
"Bank of America, National Association",Bank,National Bank,Central Georgia,"1070 Gaines School Rd, Athens, GA 30605",Athens,GA,30605,33.9259189804671,-83.33946200243172,"2,636,823,000",$2.64T,1972
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1 Perimeter Ctr E, Atlanta, GA 30346",Atlanta,GA,30346,33.92591701071984,-84.33654202350255,"2,636,823,000",$2.64T,1972
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"5199 Old National Hwy, College Park, GA 30349",College Park,GA,30349,33.61482598521506,-84.47311599947191,"2,636,823,000",$2.64T,1973
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"105 Us Highway 80 E, Pooler, GA 31322",Pooler,GA,31322,32.11572499112958,-81.24844001664242,"2,636,823,000",$2.64T,1973
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"6737 Londonderry Way, Union City, GA 30291",Union City,GA,30291,33.57165599873832,-84.53784298363041,"2,636,823,000",$2.64T,1973
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3819 N Decatur Rd, Decatur, GA 30032",Decatur,GA,30032,33.785342981007574,-84.23721102263649,"2,636,823,000",$2.64T,1973
"Bank of America, National Association",Bank,National Bank,Central Georgia,"1250 Gray Hwy, Macon, GA 31211",Macon,GA,31211,32.858168996338804,-83.61633897927419,"2,636,823,000",$2.64T,1973
"Bank of America, National Association",Bank,National Bank,Central Georgia,"3855 Bloomfield Rd, Macon, GA 31206",Macon,GA,31206,32.81799801290873,-83.69821801953866,"2,636,823,000",$2.64T,1975
"Bank of America, National Association",Bank,National Bank,Rural South Georgia,"2001 Baytree Rd, Valdosta, GA 31602",Valdosta,GA,31602,30.8470342443506,-83.32432011768718,"2,636,823,000",$2.64T,1982
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3542 Satellite Blvd, Duluth, GA 30096",Duluth,GA,30096,33.95946499144634,-84.13267502753654,"2,636,823,000",$2.64T,1984
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3182 Johnson Ferry Rd, Marietta, GA 30062",Marietta,GA,30062,34.02688700893283,-84.42350100000552,"2,636,823,000",$2.64T,1984
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"3509 Wheeler Rd, Augusta, GA 30909",Augusta,GA,30909,33.48748698061681,-82.07425998620421,"2,636,823,000",$2.64T,1984
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2454 Jett Ferry Rd, Dunwoody, GA 30338",Dunwoody,GA,30338,33.957442019114936,-84.30348203717894,"2,636,823,000",$2.64T,1986
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2597 George Busbee Pkwy Nw, Kennesaw, GA 30144",Kennesaw,GA,30144,34.0129004377954,-84.56580164414795,"2,636,823,000",$2.64T,1986
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"615 W Pike St, Lawrenceville, GA 30046",Lawrenceville,GA,30046,33.965144988133176,-84.0076369810885,"2,636,823,000",$2.64T,1986
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"30 Meeting St, Savannah, GA 31411",Savannah,GA,31411,31.938623004564377,-81.0521179908198,"2,636,823,000",$2.64T,1987
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"5125 Oakbrook Pkwy, Norcross, GA 30093",Norcross,GA,30093,33.92220801856472,-84.17358500146008,"2,636,823,000",$2.64T,1988
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3595 Peachtree Industrial Blvd, Duluth, GA 30096",Duluth,GA,30096,33.99980298429719,-84.16868603051114,"2,636,823,000",$2.64T,1988
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"6138 Covington Hwy, Lithonia, GA 30058",Lithonia,GA,30058,33.72331999881348,-84.16658099934766,"2,636,823,000",$2.64T,1989
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"4567 S Cobb Dr Se, Smyrna, GA 30080",Smyrna,GA,30080,33.84326297968778,-84.49920802586675,"2,636,823,000",$2.64T,1990
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"8755 Roswell Rd, Atlanta, GA 30350",Atlanta,GA,30350,33.99634301848539,-84.3504320105307,"2,636,823,000",$2.64T,1990
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"4400 Wade Green Rd Nw, Kennesaw, GA 30144",Kennesaw,GA,30144,34.06019300411464,-84.59204497960957,"2,636,823,000",$2.64T,1990
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"840 Oak Rd, Lawrenceville, GA 30044",Lawrenceville,GA,30044,33.88911098422906,-84.06104001405697,"2,636,823,000",$2.64T,1990
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"14083 Abercorn St, Savannah, GA 31419",Savannah,GA,31419,31.983996006652717,-81.17672998512943,"2,636,823,000",$2.64T,1990
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"829 Joe Frank Harris Pkwy Se, Cartersville, GA 30120",Cartersville,GA,30120,34.19330001538307,-84.78990198336072,"2,636,823,000",$2.64T,1991
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"10950 Jones Bridge Rd, Alpharetta, GA 30022",Alpharetta,GA,30022,34.048149047441854,-84.22271762239873,"2,636,823,000",$2.64T,1991
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3030 Windy Hill Rd Se, Marietta, GA 30067",Marietta,GA,30067,33.90516400519067,-84.464365963109,"2,636,823,000",$2.64T,1988
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"5813 Jimmy Carter Blvd, Norcross, GA 30071",Norcross,GA,30071,33.9184359944977,-84.20947103025833,"2,636,823,000",$2.64T,1971
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"5330 Stone Mountain Hwy, Stone Mountain, GA 30087",Stone Mountain,GA,30087,33.8225250196748,-84.1144719645914,"2,636,823,000",$2.64T,1980
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"4144 Lavista Rd, Tucker, GA 30084",Tucker,GA,30084,33.846802992674895,-84.24940702703289,"2,636,823,000",$2.64T,1965
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"119 N Columbia Ave, Rincon, GA 31326",Rincon,GA,31326,32.29088799203322,-81.23481095826011,"2,636,823,000",$2.64T,1971
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3057 Akers Mill Rd Se, Atlanta, GA 30339",Atlanta,GA,30339,33.87887399824284,-84.46394602975992,"2,636,823,000",$2.64T,1973
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"4851 Lower Roswell Rd, Marietta, GA 30068",Marietta,GA,30068,33.966578000209566,-84.40991401877716,"2,636,823,000",$2.64T,1974
"Bank of America, National Association",Bank,National Bank,Central Georgia,"620 Ronald Reagan Dr, Evans, GA 30809",Evans,GA,30809,33.544319008264836,-82.13485100405983,"2,636,823,000",$2.64T,1998
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1550 Hudson Bridge Rd, Stockbridge, GA 30281",Stockbridge,GA,30281,33.50496601476566,-84.23693701822168,"2,636,823,000",$2.64T,1998
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"102 N Broad St, Winder, GA 30680",Winder,GA,30680,33.99415601230886,-83.71839099736809,"2,636,823,000",$2.64T,1986
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1615 N Decatur Rd Ne, Atlanta, GA 30307",Atlanta,GA,30307,33.78789698881465,-84.32429203964969,"2,636,823,000",$2.64T,1975
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"825 Spur 138, Jonesboro, GA 30236",Jonesboro,GA,30236,33.53720101226922,-84.36431403475083,"2,636,823,000",$2.64T,1971
"Bank of America, National Association",Bank,National Bank,Central Georgia,"111 Russell Pkwy, Warner Robins, GA 31088",Warner Robins,GA,31088,32.59348500640759,-83.62430899572759,"2,636,823,000",$2.64T,1982
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"5001 Buford Hwy, Chamblee, GA 30341",Chamblee,GA,30341,33.888367006503216,-84.28622302798844,"2,636,823,000",$2.64T,1963
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"219 Banks Sta, Fayetteville, GA 30214",Fayetteville,GA,30214,33.467938999397646,-84.44625602310815,"2,636,823,000",$2.64T,1978
"Bank of America, National Association",Bank,National Bank,Central Georgia,"2770 Watson Blvd, Centerville, GA 31028",Centerville,GA,31028,32.61878900817538,-83.6796670237927,"2,636,823,000",$2.64T,1974
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"6656 Church St, Riverdale, GA 30274",Riverdale,GA,30274,33.573132009977996,-84.41499697250082,"2,636,823,000",$2.64T,1974
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2850 Candler Rd, Decatur, GA 30034",Decatur,GA,30034,33.70673799594246,-84.2714899891389,"2,636,823,000",$2.64T,1972
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2467 Main St E, Snellville, GA 30078",Snellville,GA,30078,33.857037003085495,-84.01610597223794,"2,636,823,000",$2.64T,1983
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"5505 N Henry Blvd, Stockbridge, GA 30281",Stockbridge,GA,30281,33.55107302011507,-84.25721401546951,"2,636,823,000",$2.64T,1981
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"6976 Douglas Blvd, Douglasville, GA 30135",Douglasville,GA,30135,33.72444099454415,-84.75878098269868,"2,636,823,000",$2.64T,1981
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"167 Altama Connector, Brunswick, GA 31525",Brunswick,GA,31525,31.21376100518451,-81.48912401939236,"2,636,823,000",$2.64T,1986
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1500 Buford Hwy, Buford, GA 30518",Buford,GA,30518,34.09600502070785,-84.01418400183981,"2,636,823,000",$2.64T,1931
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"5500 Peachtree Pkwy, Norcross, GA 30092",Norcross,GA,30092,33.96934700383309,-84.22079498144835,"2,636,823,000",$2.64T,1988
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"600 Sea Island Rd, Saint Simons Island, GA 31522",Saint Simons Island,GA,31522,31.183433016381898,-81.37845297408218,"2,636,823,000",$2.64T,1999
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1550 Towne Lake Pkwy, Woodstock, GA 30189",Woodstock,GA,30189,34.105948011440205,-84.54372599001216,"2,636,823,000",$2.64T,2001
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1900 Mall Of Georgia Blvd, Buford, GA 30519",Buford,GA,30519,34.0617030039717,-83.98777497186687,"2,636,823,000",$2.64T,2001
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"4900 Jimmy Lee Smith Pkwy, Hiram, GA 30141",Hiram,GA,30141,33.88853200426722,-84.74762601067667,"2,636,823,000",$2.64T,2002
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3535 Braselton Hwy, Dacula, GA 30019",Dacula,GA,30019,34.0692190146396,-83.91097796331671,"2,636,823,000",$2.64T,2002
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2724 Meadow Church Rd, Duluth, GA 30097",Duluth,GA,30097,33.99891798105041,-84.09287096191797,"2,636,823,000",$2.64T,2002
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"700 W Crossville Rd, Roswell, GA 30075",Roswell,GA,30075,34.058381004286176,-84.38284700940495,"2,636,823,000",$2.64T,2003
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3165 Peachtree Pkwy, Suwanee, GA 30024",Suwanee,GA,30024,34.08587704137241,-84.16197740666661,"2,636,823,000",$2.64T,2003
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2465 Roswell Rd, Marietta, GA 30062",Marietta,GA,30062,33.97477298694419,-84.48021102905284,"2,636,823,000",$2.64T,2003
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"10950 Medlock Bridge Rd, Duluth, GA 30097",Duluth,GA,30097,34.04773162866371,-84.17832169876355,"2,636,823,000",$2.64T,2003
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1800 Macland Rd Sw, Marietta, GA 30064",Marietta,GA,30064,33.905653005421925,-84.60682403510754,"2,636,823,000",$2.64T,2003
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"5195 Windward Pkwy, Alpharetta, GA 30004",Alpharetta,GA,30004,34.091357003939976,-84.27686203470307,"2,636,823,000",$2.64T,2003
"Bank of America, National Association",Bank,National Bank,Central Georgia,"10 Glenda Trce, Newnan, GA 30265",Newnan,GA,30265,33.40917599080558,-84.68679099561963,"2,636,823,000",$2.64T,2003
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3040 Panola Rd, Lithonia, GA 30038",Lithonia,GA,30038,33.69876600974182,-84.17237398408929,"2,636,823,000",$2.64T,2003
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"501 Tri County Plz, Cumming, GA 30040",Cumming,GA,30040,34.188115556811965,-84.1394985672736,"2,636,823,000",$2.64T,2003
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3310 Old Alabama Rd, Alpharetta, GA 30022",Alpharetta,GA,30022,34.02167078294869,-84.26347001654257,"2,636,823,000",$2.64T,2003
"Bank of America, National Association",Bank,National Bank,Central Georgia,"1890 Epps Bridge Pkwy, Athens, GA 30606",Athens,GA,30606,33.917447013742034,-83.44248397436108,"2,636,823,000",$2.64T,2003
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"4201 Atlanta Hwy, Loganville, GA 30052",Loganville,GA,30052,33.8427469897283,-83.90923503037041,"2,636,823,000",$2.64T,2004
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"12170 Highway 92, Woodstock, GA 30188",Woodstock,GA,30188,34.08681099493374,-84.4821500147144,"2,636,823,000",$2.64T,2004
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2020 W Spring St, Monroe, GA 30655",Monroe,GA,30655,33.79613598054095,-83.74259701172942,"2,636,823,000",$2.64T,2004
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2781 Cobb Pkwy Nw, Kennesaw, GA 30152",Kennesaw,GA,30152,34.02157900110892,-84.62586797057924,"2,636,823,000",$2.64T,2004
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"3930 Lawrenceville Hwy Nw, Lilburn, GA 30047",Lilburn,GA,30047,33.905813015953555,-84.11089498741129,"2,636,823,000",$2.64T,2004
